,First Author First Name,First Author Last Name,Paper Title,Year,Full Paper or WIP?,Session Name,Authors,Link_x,File Name,DOI,Original File Name,Author(s) ID,Title,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link_y,Document Type,Publication Stage,Open Access,Source,EID,Author 1 First Name,Author 1 Last Name,Author 1 ID,Author 2 First Name,Author 2 Last Name,Author 2 ID,Author 3 First Name,Author 3 Last Name,Author 3 ID,Author 4 First Name,Author 4 Last Name,Author 4 ID,Author 5 First Name,Author 5 Last Name,Author 5 ID,Author 6 First Name,Author 6 Last Name,Author 6 ID,Author 7 First Name,Author 7 Last Name,Author 7 ID,Author 8 First Name,Author 8 Last Name,Author 8 ID,Author 9 First Name,Author 9 Last Name,Author 9 ID,Author 10 First Name,Author 10 Last Name,Author 10 ID,Author 11 First Name,Author 11 Last Name,Author 11 ID,Author 12 First Name,Author 12 Last Name,Author 12 ID,Author 1 Affiliation,Author 1 Country,Author 2 Affiliation,Author 2 Country,Author 3 Affiliation,Author 3 Country,Author 4 Affiliation,Author 4 Country,Author 5 Affiliation,Author 5 Country,Author 6 Affiliation,Author 6 Country,Author 7 Affiliation,Author 7 Country,Author 8 Affiliation,Author 8 Country,Author 9 Affiliation,Author 9 Country,Author 10 Affiliation,Author 10 Country,Author 11 Affiliation,Author 11 Country,Author 12 Affiliation,Author 12 Country
22,Olga,Firssova,Designing for Open Learning: Design Principles and Scalability Affordances in Practice,2016,WIP,Work in Progress,"Olga Firssova, Francis Brouns, Marco Kalz",https://dl.acm.org/doi/pdf/10.1145/2876034.2893426,2016_Designing for Open Learning: Design Principles and Scalability Affordances in Practice.pdf,10.1145/2876034.2893426,2876034.2893426.pdf,56317667900; 8937994200; 18437133300,Designing for open learning: Design principles and scalability affordances in practice,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,249,252,3.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969931859&doi=10.1145%2f2876034.2893426&partnerID=40&md5=24156bc8ee4f8a18f1ef7a325ebe65a2,Conference paper,Final,,Scopus,2-s2.0-84969931859,Olga,Firssova,56317667900,Francis,Brouns,8937994200,Marco,Kalz,18437133300,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Universiteit,Netherlands,Open Universiteit,Netherlands,Pädagogische Hochschule Heidelberg,Germany,,,,,,,,,,,,,,,,,,
23,Geza,Kovacs,Effects of In-Video Quizzes on MOOC Lecture Viewing,2016,Full Paper,Engagement,Geza Kovacs,https://dl.acm.org/doi/pdf/10.1145/2876034.2876041,2016_Effects of In-Video Quizzes on MOOC Lecture Viewing.pdf,10.1145/2876034.2876041,2876034.2876041.pdf,55923699600,Effects of in-video quizzes on MOOC lecture viewing,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,31,40,9.0,51.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969941371&doi=10.1145%2f2876034.2876041&partnerID=40&md5=33ad9e7063da88c751a721fe1bf159b7,Conference paper,Final,,Scopus,2-s2.0-84969941371,Geza,Kovacs,55923699600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco Performances, Inc.",United States,,,,,,,,,,,,,,,,,,,,,,
24,Suin,Kim,Elice: An online CS Education Platform to Understand How Students Learn Programming,2016,WIP,Work in Progress,"Suin Kim, Jae Won Kim, Jungkook Park, Alice Oh",https://dl.acm.org/doi/pdf/10.1145/2876034.2893420,2016_Elice: An online CS Education Platform to Understand How Students Learn Programming.pdf,10.1145/2876034.2893420,2876034.2893420.pdf,39061438300; 57189375800; 57013899900; 35190968400,Elice: An online CS education platform to understand how students learn programming,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,225,228,3.0,10.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970016417&doi=10.1145%2f2876034.2893420&partnerID=40&md5=4d551addd3a5cca33618a57c94232cff,Conference paper,Final,,Scopus,2-s2.0-84970016417,Suin,Kim,39061438300,Jungkook,Park,57189375800,Jae Won,Kim,57013899900,Alice,Oh,35190968400,,,,,,,,,,,,,,,,,,,,,,,,,Korea Advanced Institute of Science and Technology,South Korea,Korea Advanced Institute of Science and Technology,South Korea,Korea Advanced Institute of Science &amp; Technology,South Korea,Korea Advanced Institute of Science and Technology,South Korea,,,,,,,,,,,,,,,,
25,Jan,Renz,Enabling Schema Agnostic Learning Analytics in a Service-Oriented MOOC Platform,2016,WIP,Work in Progress,"Jan Renz, Gerardo Navarro-Suarez, Rowshan Sathi, Thomas Staubitz, Christoph Meinel",https://dl.acm.org/doi/pdf/10.1145/2876034.2893389,2016_Enabling Schema Agnostic Learning Analytics in a Service-Oriented MOOC Platform.pdf,10.1145/2876034.2893389,2876034.2893389.pdf,56236876600; 57189384731; 57189381495; 56237871000; 56187776800,Enabling schema agnostic learning analytics in a service-oriented MOOC platform,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,137,140,3.0,8.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969921142&doi=10.1145%2f2876034.2893389&partnerID=40&md5=3fbd7d20367013d5c60116b7c0efa738,Conference paper,Final,,Scopus,2-s2.0-84969921142,Jan,Renz,56236876600,Gerado,Navarro-Suarez,57189384731,Rowshan,Sathi,57189381495,Thomas,Staubitz,56237871000,Christoph,Meinel,56187776800,,,,,,,,,,,,,,,,,,,,,,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,,,,,,,,,,,,,,
26,Lorenzo,Vigentini,Evaluating the 'Student' Experience in MOOCs,2016,WIP,Work in Progress,"Lorenzo Vigentini, Catherine Zhao",https://dl.acm.org/doi/pdf/10.1145/2876034.2893469,2016_Evaluating the 'Student' Experience in MOOCs.pdf,10.1145/2876034.2893469,2876034.2893469.pdf,25961087900; 57189384913,Evaluating the 'student' experience in MOOCs,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,161,164,3.0,9.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970005806&doi=10.1145%2f2876034.2893469&partnerID=40&md5=4fc8d79e4ee861f0d83c309febe915b3,Conference paper,Final,,Scopus,2-s2.0-84970005806,Lorenzo,Vigentini,25961087900,Catherine,Zhao,57189384913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSW Sydney,Australia,The University of Sydney,Australia,,,,,,,,,,,,,,,,,,,,
27,David A.,Joyner,Expert Evaluation of 300 Projects per Day,2016,WIP,Work in Progress,David A. Joyner,https://dl.acm.org/doi/pdf/10.1145/2876034.2893384,2016_Expert Evaluation of 300 Projects per Day.pdf,10.1145/2876034.2893384,2876034.2893384.pdf,35183234600,Expert evaluation of 300 projects per day,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,121,124,3.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969931612&doi=10.1145%2f2876034.2893384&partnerID=40&md5=78451bfb1cd5f9381cba75b58be417de,Conference paper,Final,,Scopus,2-s2.0-84969931612,David,Joyner,35183234600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia Institute of Technology,United States,,,,,,,,,,,,,,,,,,,,,,
28,Frans van der,Sluis,Explaining Student Behavior at Scale: The Influence of Video Complexity on Student Dwelling Time,2016,Full Paper,Engagement,"Frans van der Sluis, Jasper Ginn, Tim Van der Zee",https://dl.acm.org/doi/pdf/10.1145/2876034.2876051,2016_Explaining Student Behavior at Scale: The Influence of Video Complexity on Student Dwelling Time.pdf,10.1145/2876034.2876051,2876034.2876051.pdf,35743909500; 57189383661; 57163561300,Explaining student behavior at scale: The influence of video complexity on student dwelling time,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,51,60,9.0,27.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970031417&doi=10.1145%2f2876034.2876051&partnerID=40&md5=64c6c8000b326af19add336cdf7a04fe,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-84970031417,Frans,Van Der Sluis,35743909500,Jasper,Ginn,57189383661,Tim,Van Der Zee,57163561300,,,,,,,,,,,,,,,,,,,,,,,,,,,,Københavns Universitet,Denmark,Leiden University,Netherlands,"Interfacultair Centrum voor Lerarenopleiding, Onderwijsontwikkeling en Nascholing",Netherlands,,,,,,,,,,,,,,,,,,
29,Katherine A.,Brady,Exploring the Effects of Lightweight Social Incentives on Learner Performance in MOOCs,2016,WIP,Work in Progress,"Katherine A. Brady, Douglas H. Fisher, Gayathri Narasimham",https://dl.acm.org/doi/pdf/10.1145/2876034.2893438,2016_Exploring the Effects of Lightweight Social Incentives on Learner Performance in MOOCs.pdf,10.1145/2876034.2893438,2876034.2893438.pdf,56597582100; 7403343284; 16643145000,Exploring the effects of lightweight social incentives on learner performance in MOOCs,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,297,300,3.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021385&doi=10.1145%2f2876034.2893438&partnerID=40&md5=7c3c297086fe28940bf2aa9ba9cebab5,Conference paper,Final,,Scopus,2-s2.0-84970021385,Katherine,Brady,56597582100,Douglas,Fisher,7403343284,Gayathri,Narasimham,16643145000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanderbilt University,United States,Vanderbilt University,United States,Vanderbilt University School of Engineering,United States,,,,,,,,,,,,,,,,,,
30,Sumukh,Sridhara,Fuzz Testing Projects in Massive Courses,2016,Full Paper,Automated Assessment,"Sumukh Sridhara, Brian Hou, Jeffrey Lu, John DeNero",https://dl.acm.org/doi/pdf/10.1145/2876034.2876050,2016_Fuzz Testing Projects in Massive Courses.pdf,10.1145/2876034.2876050,2876034.2876050.pdf,57189385300; 57210647455; 23008419000; 57189389570,Fuzz testing projects in massive courses,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,361,367,6.0,13.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970005819&doi=10.1145%2f2876034.2876050&partnerID=40&md5=af20820429dd29937939739be886b698,Conference paper,Final,,Scopus,2-s2.0-84970005819,Sumukh,Sridhara,57189385300,Brian,Hou,57210647455,John,Denero,23008419000,Jeffrey,Lu,57189389570,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Berkeley",United States,University of Washington,United States,"University of California, Berkeley",United States,"University of California, Berkeley",United States,,,,,,,,,,,,,,,,
31,David A.,Joyner,Graders as Meta-Reviewers: Simultaneously Scaling and Improving Expert Evaluation for Large Online Classrooms,2016,Full Paper,Flipped Session - Crowdsourcing the Feedback,"David A. Joyner, Wade Ashby, Liam Irish, Yeeling Lam, Jacob Langson, Isabel Lupiani, Mike Lustig, Paige Pettoruto, Dana Sheahen, Angela Smiley, Amy S. Bruckman, Ashok K. Goel",https://dl.acm.org/doi/pdf/10.1145/2876034.2876044,2016_Graders as Meta-Reviewers: Simultaneously Scaling and Improving Expert Evaluation for Large Online Classrooms.pdf,10.1145/2876034.2876044,2876034.2876044.pdf,35183234600; 57189382578; 57189387585; 57189383346; 57189390817; 57189390671; 57189385297; 57189374946; 57189377884; 57189381108; 6602815446; 7201830074,Graders as meta-reviewers: Simultaneously scaling and improving expert evaluation for large online classrooms,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,399,408,9.0,14.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969930743&doi=10.1145%2f2876034.2876044&partnerID=40&md5=ecbfda0a1a44620c0ab8bdc149ecc43e,Conference paper,Final,,Scopus,2-s2.0-84969930743,David A.,Joyner,35183234600,Wade,Ashby,57189382578,Liam,Irish,57189387585,Yeeling,Lam,57189383346,Jacob,Langston,57189390817,Isabel,Lupiani,57189390671,Mike,Lustig,57189385297,Paige,Pettoruto,57189374946,Dana,Sheahen,57189377884,Angela,Smiley,57189381108,Amy,Bruckman,6602815446,Ashok,Goel,7201830074,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States
32,Steven,Ritter,How Mastery Learning Works at Scale,2016,Full Paper,Learner Modelling,"Steven Ritter, Michael Yudelson, Stephen E. Fancsali, Susan R. Berman",https://dl.acm.org/doi/pdf/10.1145/2876034.2876039,2016_How Mastery Learning Works at Scale.pdf,10.1145/2876034.2876039,2876034.2876039.pdf,35732151500; 55920072000; 54929502400; 57189380630,How mastery learning works at scale,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,71,79,8.0,47.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969921224&doi=10.1145%2f2876034.2876039&partnerID=40&md5=238daf4fd36f6c897254a72434004d27,Conference paper,Final,,Scopus,2-s2.0-84969921224,Steve,Ritter,35732151500,Michael,Yudelson,55920072000,Stephen E.,Fancsali,54929502400,Susan R.,Berman,57189380630,,,,,,,,,,,,,,,,,,,,,,,,,Carnegie Institute,United States,Carnegie Mellon University,United States,Carnegie Institute,United States,"Carnegie Learning, Inc.",United States,,,,,,,,,,,,,,,,
33,Kristin,Stephens-Martinez,Identifying Student Misunderstandings using Constructed Responses,2016,WIP,Work in Progress,"Kristin Stephens-Martinez, An Ju, Colin Schoen, John DeNero, Armando Fox",https://dl.acm.org/doi/pdf/10.1145/2876034.2893395,2016_Identifying Student Misunderstandings using Constructed Responses.pdf,10.1145/2876034.2893395,2876034.2893395.pdf,56144855700; 23008419000; 57189384059; 35571093800; 57189379515,Identifying student misunderstandings using constructed responses,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,153,156,3.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969964560&doi=10.1145%2f2876034.2893395&partnerID=40&md5=6ebeb0bd9569b8dadf77c89c015372e5,Conference paper,Final,,Scopus,2-s2.0-84969964560,Kristin,Stephens-Martinez,56144855700,John,DeNero,23008419000,An,Ju,57189384059,Armando,Fox,35571093800,Colin,Schoen,57189379515,,,,,,,,,,,,,,,,,,,,,,Duke University,United States,"University of California, Berkeley",United States,"University of California, Berkeley",United States,"University of California, Berkeley",United States,"University of California, Berkeley",United States,,,,,,,,,,,,,,
34,Leo,Leppänen,Illusion of Progress is Moar Addictive than Cat Pictures,2016,WIP,Work in Progress,"Leo Leppänen, Lassi Vapaakallio, Arto Vihavainen",https://dl.acm.org/doi/pdf/10.1145/2876034.2893388,2016_Illusion of Progress is Moar Addictive than Cat Pictures.pdf,10.1145/2876034.2893388,2876034.2893388.pdf,57189382725; 57189382475; 25825842400,Illusion of progress is moar addictive than cat pictures,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,133,136,3.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969932752&doi=10.1145%2f2876034.2893388&partnerID=40&md5=dd2f1ffd2f289de8d744c7766c445398,Conference paper,Final,,Scopus,2-s2.0-84969932752,Leo,Leppänen,57189382725,Lassi,Vapaakallio,57189382475,Arto,Vihavainen,25825842400,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helsingin Yliopisto,Finland,Helsingin Yliopisto,Finland,Helsingin Yliopisto,Finland,,,,,,,,,,,,,,,,,,
35,Thomas,Staubitz,Improving the Peer Assessment Experience on MOOC Platforms,2016,Full Paper,Flipped Session - Crowdsourcing the Feedback,"Thomas Staubitz, Dominic Petrick, Matthias Bauer, Jan Renz, Christoph Meinel",https://dl.acm.org/doi/pdf/10.1145/2876034.2876043,2016_Improving the Peer Assessment Experience on MOOC Platforms.pdf,10.1145/2876034.2876043,2876034.2876043.pdf,56237871000; 55429749500; 56562339300; 56236876600; 56187776800,Improving the peer assessment experience on MOOC platforms,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,389,398,9.0,51.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969981786&doi=10.1145%2f2876034.2876043&partnerID=40&md5=d221df3d6b1cc33636b9f054ccb3ade1,Conference paper,Final,,Scopus,2-s2.0-84969981786,Thomas,Staubitz,56237871000,Dominic,Petrick,55429749500,Matthias,Bauer,56562339300,Jan,Renz,56236876600,Christoph,Meinel,56187776800,,,,,,,,,,,,,,,,,,,,,,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,,,,,,,,,,,,,,
36,Stephen,Cummins,Investigating the Use of Hints in Online Problem Solving,2016,WIP,Work in Progress,"Stephen Cummins, Alistair Stead, Lisa Jardine-Wright, Ian Davies, Alastair R. Beresford, Andrew C. Rice",https://dl.acm.org/doi/pdf/10.1145/2876034.2893379,2016_Investigating the Use of Hints in Online Problem Solving.pdf,10.1145/2876034.2893379,2876034.2893379.pdf,56853273800; 56318835000; 36522085300; 35301574800; 7003911565; 14036315700,Investigating the use of hints in online problem solving,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,105,108,3.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970027485&doi=10.1145%2f2876034.2893379&partnerID=40&md5=9727450df4af7c9c85953e92382472bf,Conference paper,Final,,Scopus,2-s2.0-84970027485,Stephen,Cummins,56853273800,Alistair,Stead,56318835000,Lisa,Jardine-Wright,36522085300,Ian,Davies,35301574800,Alastair R.,Beresford,7003911565,Andrew,Rice,14036315700,,,,,,,,,,,,,,,,,,,University of Cambridge,United Kingdom,University of Cambridge,United Kingdom,Department of Physics,United Kingdom,University of Cambridge,United Kingdom,University of Cambridge,United Kingdom,"GitHub, Inc.",United States,,,,,,,,,,,,
37,Xiang,Fu,LINK-REPORT: Outcome Analysis of Informal Learning at Scale,2016,WIP,Work in Progress,"Xiang Fu, Tyler Befferman, M. D. Burghardt",https://dl.acm.org/doi/pdf/10.1145/2876034.2893407,2016_LINK-REPORT: Outcome Analysis of Informal Learning at Scale.pdf,10.1145/2876034.2893407,2876034.2893407.pdf,36809595300; 57004891700; 6701816876,LINK-REPORT: Outcome analysis of informal learning at scale,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,173,176,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969951835&doi=10.1145%2f2876034.2893407&partnerID=40&md5=3f6b87b414809c90aa1748ec852b512f,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84969951835,Xiang,Fu,36809595300,Tyler,Befferman,57004891700,M.D.,Burghardt,6701816876,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hofstra University,United States,Hofstra University,United States,Hofstra University,United States,,,,,,,,,,,,,,,,,,
38,Siddharth,Reddy,Learning Student and Content Embeddings for Personalized Lesson Sequence Recommendation,2016,WIP,Work in Progress,"Siddharth Reddy, Igor Labutov, Thorsten Joachims",https://dl.acm.org/doi/pdf/10.1145/2876034.2893375,2016_Learning Student and Content Embeddings for Personalized Lesson Sequence Recommendation.pdf,10.1145/2876034.2893375,2876034.2893375.pdf,57189382295; 24341027000; 6602804136,Learning Student and content embeddings for personalized lesson sequence recommendation,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,93,96,3.0,11.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969930800&doi=10.1145%2f2876034.2893375&partnerID=40&md5=b0d8b1361a6486668ee7d3db10d2cb0e,Conference paper,Final,,Scopus,2-s2.0-84969930800,Siddharth,Reddy,57189382295,Igor,Labutov,24341027000,Thorsten,Joachims,6602804136,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,United States,Carnegie Mellon University,United States,Cornell University,United States,,,,,,,,,,,,,,,,,,
39,Guanliang,Chen,Learning Transfer: Does It Take Place in MOOCs? An Investigation into the Uptake of Functional Programming in Practice,2016,Full Paper,Flipped Session - Outside the MOOC,"Guanliang Chen, Dan Davis, Claudia Hauff, Geert-Jan Houben",https://dl.acm.org/doi/pdf/10.1145/2876034.2876035,2016_Learning Transfer: Does It Take Place in MOOCs? An Investigation into the Uptake of Functional Programming in Practice.pdf,10.1145/2876034.2876035,2876034.2876035.pdf,57189380941; 57189390673; 23392382200; 7006199386,Learning transfer: Does it take place in moocs? An investigation into the uptake of functional programming in practice,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,409,418,9.0,15.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969941472&doi=10.1145%2f2876034.2876035&partnerID=40&md5=1dc2ca15106b2ba8350235438d43834c,Conference paper,Final,,Scopus,2-s2.0-84969941472,Guanliang,Chen,57189380941,Dan,Davis,57189390673,Claudia,Hauff,23392382200,Geert-Jan,Houben,7006199386,,,,,,,,,,,,,,,,,,,,,,,,,Monash University,Australia,Delft University of Technology,Netherlands,Delft University of Technology,Netherlands,Delft University of Technology,Netherlands,,,,,,,,,,,,,,,,
